	Domain	"Phylum	"	"Class	"	"Order	"	Family 	"Genus	"	Species
OTU3348	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Teratosphaeriaceae	g:Capnobotryella	UNKNOWN
OTU3349	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3350	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3351	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meruliaceae	g:Phlebia	UNKNOWN
OTU3352	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3353	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3354	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3355	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3356	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporales_fam_Incertae_sedis	g:Entrophospora	UNKNOWN
OTU3357	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Cyphellophoraceae	g:Cyphellophora	UNKNOWN
OTU3358	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	UNKNOWN	UNKNOWN
OTU3359	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3360	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3361	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meruliaceae	UNKNOWN	UNKNOWN
OTU3362	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3363	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3364	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3365	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3366	d:Fungi	p:Chytridiomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3367	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Teratosphaeriaceae	g:Neocatenulostroma	s:Neocatenulostroma_abietis_SH390333.07FU
OTU3368	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3369	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3370	d:Fungi	p:Basidiomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3371	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	UNKNOWN	UNKNOWN
OTU3372	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Branch06	UNKNOWN	UNKNOWN	UNKNOWN
OTU3373	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3374	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae	g:Claussenomyces	UNKNOWN
OTU3375	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	UNKNOWN	UNKNOWN
OTU3376	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3377	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3378	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3379	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3380	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3381	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3382	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Dissoconiaceae	g:Ramichloridium	s:Ramichloridium_punctatum_SH190786.07FU
OTU3383	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3384	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Patellariales	f:Patellariaceae	g:Banhegyia	UNKNOWN
OTU3385	d:Fungi	p:Ascomycota	c:Arthoniomycetes	o:Lichenostigmatales	f:Phaeococcomycetaceae	g:Phaeococcomyces	UNKNOWN
OTU3386	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Mycena	s:Mycena_rebaudengoi_SH214441.07FU
OTU3387	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3388	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3389	d:Rhizaria	p:Cercozoa	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3390	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Stachybotryaceae	UNKNOWN	UNKNOWN
OTU3391	d:Fungi	p:Basidiomycota	c:Tremellomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3392	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporales_fam_Incertae_sedis	g:Entrophospora	UNKNOWN
OTU3393	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3394	d:Fungi	p:Kickxellomycota	c:Kickxellomycetes	o:Kickxellales	f:Kickxellaceae	g:Ramicandelaber	UNKNOWN
OTU3395	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3396	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3397	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3398	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3399	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Cantharellales_fam_Incertae_sedis	g:Sistotrema	s:Sistotrema_coronilla_SH191248.07FU
OTU3400	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3401	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Psathyrella	UNKNOWN
OTU3402	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3403	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3404	d:Fungi	p:Ascomycota	c:Dothideomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3405	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3406	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3407	d:Fungi	p:Basidiomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3408	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3409	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3410	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3411	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3412	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Tubeufiales	f:Tubeufiaceae	g:Helicoma	UNKNOWN
OTU3413	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3414	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3415	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3416	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3417	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3418	d:Fungi	p:Basidiomycota	c:Tremellomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3419	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3420	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3421	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3422	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3423	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3424	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	s:Coprinellus_micaceus_SH220365.07FU
OTU3425	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3426	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3427	d:Fungi	p:Ascomycota	c:Dothideomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3428	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporales_fam_Incertae_sedis	g:Entrophospora	UNKNOWN
OTU3429	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Trichoderma	UNKNOWN
OTU3430	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3431	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Myriangiales	f:Elsinoaceae	UNKNOWN	UNKNOWN
OTU3432	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3433	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3434	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiales	f:Exobasidiaceae	g:Exobasidium	UNKNOWN
OTU3435	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Cantharellales_fam_Incertae_sedis	g:Sistotrema	UNKNOWN
OTU3436	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Sporocadaceae	g:Discosia	s:Discosia_pseudoartocreas_SH278700.07FU
OTU3437	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3438	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3439	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3440	d:Fungi	p:Chytridiomycota	c:Rhizophydiomycetes	o:Rhizophydiales	f:Rhizophydiaceae	g:Rhizophydium	UNKNOWN
OTU3441	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3442	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3443	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3444	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3445	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3446	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3447	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3448	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3449	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Dactylaria	UNKNOWN
OTU3450	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3451	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3452	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3453	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3454	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3455	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3456	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3457	d:Fungi	p:Ascomycota	c:Orbiliomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3458	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3459	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Steccherinaceae	g:Steccherinum	s:Steccherinum_ochraceum_SH187983.07FU
OTU3460	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3461	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Cantharellales_fam_Incertae_sedis	g:Sistotrema	UNKNOWN
OTU3462	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3463	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3464	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3465	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3466	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3467	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3468	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3469	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3470	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3471	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3472	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3473	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Periconiaceae	g:Periconia	UNKNOWN
OTU3474	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3475	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3476	d:Rhizaria	p:Cercozoa	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3477	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3478	d:Fungi	p:Basidiomycota	c:Malasseziomycetes	o:Malasseziales	f:Malasseziaceae	g:Malassezia	UNKNOWN
OTU3479	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3480	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3481	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3482	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3483	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3484	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	UNKNOWN
OTU3485	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Paraphoma	UNKNOWN
OTU3486	d:Fungi	p:Ascomycota	c:Eurotiomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3487	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3488	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3489	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3490	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	UNKNOWN
OTU3491	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3492	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3493	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3494	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3495	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3496	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3497	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3498	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3499	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Lycoperdaceae	g:Calvatia	UNKNOWN
OTU3500	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3501	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3502	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3503	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3504	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3505	d:Fungi	p:Glomeromycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3506	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3507	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3508	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3509	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3510	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3511	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3512	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3513	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3514	d:Fungi	p:Basidiomycota	c:Agaricomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3515	d:Fungi	p:Basidiomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3516	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3517	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3518	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3519	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3520	d:Rhizaria	p:Cercozoa	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3521	d:Fungi	p:Basidiomycota	c:Agaricomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3522	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3523	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3524	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3525	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3526	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3527	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3528	d:Fungi	p:Ascomycota	c:Sordariomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3529	d:Fungi	p:Basidiomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3530	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hyphodermataceae	g:Hyphoderma	s:Hyphoderma_mutatum_SH208895.07FU
OTU3531	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3532	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3533	d:Fungi	p:Glomeromycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3534	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymosphaeriaceae	g:Deniquelata	s:Deniquelata_barringtoniae_SH215925.07FU
OTU3535	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3536	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3537	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meruliaceae	g:Phlebia	s:Phlebia_radiata_SH193705.07FU
OTU3538	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	UNKNOWN
OTU3539	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3540	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3541	d:Fungi	p:Ascomycota	c:Dothideomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3542	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3543	d:Fungi	p:Ascomycota	c:Leotiomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3544	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3545	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3546	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	UNKNOWN
OTU3547	d:Fungi	p:Kickxellomycota	c:Kickxellomycetes	o:Kickxellales	f:Kickxellaceae	g:Ramicandelaber	UNKNOWN
OTU3548	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3549	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3550	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3551	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3552	d:Fungi	p:Ascomycota	c:Dothideomycetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3553	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3554	d:Fungi	p:Ascomycota	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3555	d:Fungi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3556	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporales_fam_Incertae_sedis	g:Entrophospora	UNKNOWN
OTU3557	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Dactylella	s:Dactylella_heptameres_SH192773.07FU
OTU3558	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU3559	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Nidulariaceae	g:Cyathus	UNKNOWN
